image_url,threadNum,annotation,accepted
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-24_08-30-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-24_13-30-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-24_18-30-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-25_11-30-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-25_16-06-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-26_08-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-28_01-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-29_07-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-03_01-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-03_19-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-07_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-08_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-11_19-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-12_07-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-13_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-15_01-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-16_19-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-17_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-21_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-22_01-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-22_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-22_19-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-23_07-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-23_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-24_07-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-24_19-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-25_13-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-26_07-54-08.jpg,3,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-26_19-54-08.jpg,3,,False
