image_url,threadNum,annotation,accepted
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-24_13-30-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-25_11-30-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-02-25_16-06-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-22_01-54-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-03-23_07-54-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-20_07-54-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-04-24_01-58-26.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w0_2020-05-04_13-58-26.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r1_w1_2020-03-05_19-54-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-03_13-54-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r2_w1_2020-03-05_13-54-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r3_w1_2020-04-16_07-54-08.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-07_13-58-01.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-20_07-46-01.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-04-20_13-58-01.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-05-05_13-55-18.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r1_w0_2020-04-30_01-55-18.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r1_w1_2020-03-09_13-58-01.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-03-28_13-58-28.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-07_13-58-28.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-10_07-58-29.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-05-04_13-55-45.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-05-06_13-55-45.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r1_w0_2020-02-23_12-23-27.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r2_w1_2020-02-22_06-23-26.jpg,9,,False
https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150401_r0_w0_2020-03-14_13-56-23.jpg,9,,False
